ExpNo,Aminoc,pathINOC,PLANTSP,INOC_PLANT,REP,PLANTINGDAY,HEIGHT_I,BLOCKNUM,HEIGHT_F,FDEATH,A_BIOMASS,B_BIOMASS,SM,DiseaseSev,GROWDAYS,LUH
MIR1,native,35,SD,35SD,18,5/13/21,1.3,2,21.3,alive,1,0.9,n,0,66,NA
MIR1,native,35,SD,35SD,19,5/13/21,3.1,3,19.6,alive,0.7,0.6,y,3,66,NA
MIR1,native,35,SD,35SD,20,5/13/21,1.9,4,16.9,alive,0.7,0.6,n,2,66,NA
MIR1,invam,35,SD,35SD,21,5/13/21,3.7,1,23.8,alive,1,0.8,n,3,66,NA
MIR1,invam,35,SD,35SD,22,5/13/21,1.9,2,27.7,alive,0.9,0.7,n,5,66,NA
MIR1,invam,35,SD,35SD,23,5/13/21,2.3,3,23.2,alive,0.6,0.4,n,3,66,NA
MIR1,invam,35,SD,35SD,24,5/13/21,1.6,4,28.3,alive,0.9,0.3,n,3,66,NA
MIR1,invam,35,SD,35SD,25,5/13/21,1.9,1,15.4,alive,0.7,0.8,n,3,66,NA
MIR1,invam,35,SD,35SD,26,5/13/21,1.8,2,20.3,alive,0.8,1,n,0,66,NA
MIR1,invam,35,SD,35SD,27,5/13/21,1.6,3,22.1,alive,0.7,0.5,n,2,66,NA
MIR1,invam,35,SD,35SD,28,5/13/21,1.5,4,17.2,alive,0.4,0.2,n,2,66,NA
MIR1,invam,35,SD,35SD,29,5/13/21,2,1,28,alive,1.5,1.4,n,3,66,NA
MIR1,invam,35,SD,35SD,30,5/13/21,1.8,2,17.4,alive,0.8,0.8,n,2,66,NA
MIR1,control,FUNSTERILE,SD,FUNSTERILESD,31,5/13/21,1.7,3,25,alive,1.2,0.8,n,4,66,NA
MIR1,control,FUNSTERILE,SD,FUNSTERILESD,32,5/13/21,2.2,4,16.3,alive,0.9,0.9,n,4,66,NA
MIR1,control,FUNSTERILE,SD,FUNSTERILESD,33,5/13/21,2.5,1,19.2,alive,0.8,0.6,n,0,66,NA
MIR1,control,FUNSTERILE,SD,FUNSTERILESD,34,5/13/21,2.5,2,19.1,alive,0.7,0.5,n,0,66,NA
MIR1,control,FUNSTERILE,SD,FUNSTERILESD,35,5/13/21,2,3,12.8,alive,0.5,0.4,n,1,66,NA
MIR1,control,FUNSTERILE,SD,FUNSTERILESD,36,5/13/21,2.1,4,22.8,alive,0.8,0.6,n,0,66,NA
MIR1,control,FUNSTERILE,SD,FUNSTERILESD,37,5/13/21,1.8,1,15.8,alive,0.5,0.4,n,0,66,NA
MIR1,control,FUNSTERILE,SD,FUNSTERILESD,38,5/13/21,2.1,2,18.5,alive,0.7,1,n,0,66,NA
MIR1,control,FUNSTERILE,SD,FUNSTERILESD,39,5/13/21,1.5,3,19.7,alive,1,1.1,n,2,66,NA
MIR1,control,FUNSTERILE,SD,FUNSTERILESD,40,5/13/21,2,4,13.2,alive,0.6,0.5,n,0,66,NA
MIR1,native,FUNSTERILE,SD,FUNSTERILESD,41,5/13/21,2,1,17.3,alive,0.6,0.4,n,1,66,NA
MIR1,native,FUNSTERILE,SD,FUNSTERILESD,42,5/13/21,1.3,2,31.8,alive,1.1,1.1,n,0,66,NA
MIR1,native,FUNSTERILE,SD,FUNSTERILESD,43,5/13/21,1.7,3,21.9,alive,0.7,0.6,n,2,66,NA
MIR1,native,FUNSTERILE,SD,FUNSTERILESD,44,5/13/21,1.3,4,26.2,alive,0.9,0.7,n,1,66,NA
MIR1,native,FUNSTERILE,SD,FUNSTERILESD,45,5/13/21,1.6,1,17.3,alive,0.5,0.6,n,0,66,NA
MIR1,native,FUNSTERILE,SD,FUNSTERILESD,46,5/13/21,1.2,2,21.3,alive,0.8,0.8,n,0,66,NA
MIR1,native,FUNSTERILE,SD,FUNSTERILESD,47,5/13/21,2.2,3,18,alive,0.5,0.4,n,4,66,NA
MIR1,native,FUNSTERILE,SD,FUNSTERILESD,48,5/13/21,2.1,4,18.9,alive,0.7,0.6,n,0,66,NA
MIR1,native,FUNSTERILE,SD,FUNSTERILESD,49,5/13/21,2.6,1,30.7,alive,0.9,1,n,0,66,NA
MIR1,native,FUNSTERILE,SD,FUNSTERILESD,50,5/13/21,2,2,21.4,alive,0.7,0.5,n,0,66,NA
MIR1,invam,FUNSTERILE,SD,FUNSTERILESD,51,5/13/21,2.2,3,27.4,alive,1.1,0.6,n,3,66,NA
MIR1,invam,FUNSTERILE,SD,FUNSTERILESD,52,5/13/21,1.5,4,25.5,alive,1.1,0.8,n,0,66,NA
MIR1,invam,FUNSTERILE,SD,FUNSTERILESD,53,5/13/21,1.7,1,19.8,alive,0.8,0.9,n,0,66,NA
MIR1,invam,FUNSTERILE,SD,FUNSTERILESD,54,5/13/21,2.2,2,24.5,alive,0.9,0.5,n,0,66,NA
MIR1,invam,FUNSTERILE,SD,FUNSTERILESD,55,5/13/21,1.8,3,18.1,alive,0.5,0.4,y,0,66,NA
MIR1,invam,FUNSTERILE,SD,FUNSTERILESD,56,5/13/21,2.2,4,24.7,alive,0.8,0.4,n,4,66,NA
MIR1,invam,FUNSTERILE,SD,FUNSTERILESD,57,5/13/21,3.3,1,24.2,alive,0.7,0.8,n,0,66,NA
MIR1,invam,FUNSTERILE,SD,FUNSTERILESD,58,5/13/21,2.1,2,24.2,alive,0.8,0.8,n,0,66,NA
MIR1,invam,FUNSTERILE,SD,FUNSTERILESD,59,5/13/21,2.5,3,23.2,alive,0.8,0.8,n,0,66,NA
MIR1,invam,FUNSTERILE,SD,FUNSTERILESD,60,5/13/21,1.8,4,30.2,alive,1.2,1.1,n,0,66,NA
MIR1,control,19,DB,19DB,61,5/13/21,5.5,1,58,alive,1.7,2.1,n,5,66,NA
MIR1,control,19,DB,19DB,62,5/13/21,7.5,2,64,alive,3.1,2.6,n,4,66,NA
MIR1,control,19,DB,19DB,63,5/13/21,7.5,3,64.9,alive,2.1,1.7,n,4,66,NA
MIR1,control,19,DB,19DB,64,5/13/21,2.5,4,61.5,alive,2.2,2.4,n,3,66,NA
MIR1,control,19,DB,19DB,65,5/13/21,4.1,1,51.5,alive,1.4,1.4,n,4,66,NA
MIR1,control,19,DB,19DB,66,5/13/21,4.7,2,68.1,alive,1.3,1.9,n,4,66,NA
MIR1,control,19,DB,19DB,67,5/13/21,4.5,3,67,alive,1.9,1.8,n,4,66,NA
MIR1,control,19,DB,19DB,68,5/13/21,5.2,4,63.1,alive,2.2,2.4,n,4,66,NA
MIR1,control,19,DB,19DB,69,5/13/21,4.5,1,64.4,alive,1.7,1.6,n,4,66,NA
MIR1,control,19,DB,19DB,70,5/13/21,3.8,2,57.2,alive,2.5,2,n,2,66,NA
MIR1,native,19,DB,19DB,71,5/13/21,3.6,3,40.7,alive,0.7,0.9,n,4,66,NA
MIR1,native,19,DB,19DB,72,5/13/21,3.5,4,52,alive,1,0.9,n,1,66,NA
MIR1,native,19,DB,19DB,73,5/13/21,2,1,36.1,alive,0.6,0.5,n,2,66,NA
MIR1,native,19,DB,19DB,74,5/13/21,3.3,2,42.5,alive,0.7,0.7,n,2,66,NA
MIR1,native,19,DB,19DB,75,5/13/21,5.1,3,50.5,alive,1.4,1.2,n,1,66,NA
MIR1,native,19,DB,19DB,76,5/13/21,6.7,4,45,alive,0.9,1.2,n,1,66,NA
MIR1,native,19,DB,19DB,77,5/13/21,4.3,1,36.1,alive,0.4,0.5,n,4,66,NA
MIR1,native,19,DB,19DB,78,5/13/21,5.5,2,43.7,alive,0.6,0.5,n,2,66,NA
MIR1,native,19,DB,19DB,79,5/13/21,2.8,3,35.8,alive,0.4,0.4,n,4,66,NA
MIR1,native,19,DB,19DB,80,5/13/21,4.6,4,63.5,alive,1.3,1.6,n,1,66,NA
MIR1,invam,19,DB,19DB,81,5/13/21,2,1,36,alive,0.7,0.3,n,3,66,NA
MIR1,invam,19,DB,19DB,82,5/13/21,3.6,2,28.4,alive,0.6,0.2,n,2,66,NA
MIR1,invam,19,DB,19DB,83,5/13/21,3.2,3,44,alive,1.1,1.2,n,4,66,NA
MIR1,invam,19,DB,19DB,84,5/13/21,2.1,4,27.6,alive,0.4,0.4,y,3,66,NA
MIR1,invam,19,DB,19DB,85,5/13/21,2.1,1,31.2,alive,0.5,0.3,n,4,66,NA
MIR1,invam,19,DB,19DB,86,5/13/21,3,2,37,alive,0.6,0.3,n,0,66,NA
MIR1,invam,19,DB,19DB,87,5/13/21,3,3,37,alive,1.4,1.5,n,4,66,NA
MIR1,invam,19,DB,19DB,88,5/13/21,1.2,4,42.8,alive,0.7,0.6,n,4,66,NA
MIR1,invam,19,DB,19DB,89,5/13/21,2,1,45.2,alive,0.6,0.5,n,0,66,NA
MIR1,invam,19,DB,19DB,90,5/13/21,4.3,2,46.4,alive,0.8,0.5,n,2,66,NA
MIR1,control,OOMYSTERILE,DB,OOMYSTERILEDB,91,5/13/21,4.7,3,78.3,alive,2.4,2.5,n,4,66,NA
MIR1,control,OOMYSTERILE,DB,OOMYSTERILEDB,92,5/13/21,5,4,71.5,alive,2.8,2.2,n,1,66,NA
MIR1,control,OOMYSTERILE,DB,OOMYSTERILEDB,93,5/13/21,2.9,1,39.6,alive,2,1.4,n,4,66,NA
MIR1,control,OOMYSTERILE,DB,OOMYSTERILEDB,94,5/13/21,4.2,2,41.7,alive,1.7,1.5,n,3,66,NA
MIR1,control,OOMYSTERILE,DB,OOMYSTERILEDB,95,5/13/21,3.5,3,57.2,alive,2,2.2,n,3,66,NA
MIR1,control,OOMYSTERILE,DB,OOMYSTERILEDB,96,5/13/21,4.2,4,68.2,alive,3.1,2.8,n,4,66,NA
MIR1,control,OOMYSTERILE,DB,OOMYSTERILEDB,97,5/13/21,5.7,1,61.3,alive,2.1,2.3,n,3,66,NA
MIR1,control,OOMYSTERILE,DB,OOMYSTERILEDB,98,5/13/21,3,2,74.8,alive,2.2,1.9,n,2,66,NA
MIR1,control,OOMYSTERILE,DB,OOMYSTERILEDB,99,5/13/21,2,3,67.7,alive,2.4,2,n,4,66,NA
MIR1,control,OOMYSTERILE,DB,OOMYSTERILEDB,100,5/13/21,4.9,4,64.8,alive,2.5,2.3,n,4,66,NA
MIR1,native,OOMYSTERILE,DB,OOMYSTERILEDB,101,5/13/21,3.9,1,38.5,alive,0.6,0.5,n,3,66,NA
MIR1,native,OOMYSTERILE,DB,OOMYSTERILEDB,102,5/13/21,3.4,2,44.5,alive,0.6,0.6,n,2,66,NA
MIR1,native,OOMYSTERILE,DB,OOMYSTERILEDB,103,5/13/21,1.6,3,0,alive,0,0,n,6,66,NA
MIR1,native,OOMYSTERILE,DB,OOMYSTERILEDB,104,5/13/21,3.2,4,31.3,alive,0.6,0.7,n,0,66,NA
MIR1,native,OOMYSTERILE,DB,OOMYSTERILEDB,105,5/13/21,3.3,1,37.9,alive,0.6,0.5,n,4,66,NA
MIR1,native,OOMYSTERILE,DB,OOMYSTERILEDB,106,5/13/21,1.8,2,37.7,alive,0.6,0.5,n,1,66,NA
MIR1,native,OOMYSTERILE,DB,OOMYSTERILEDB,107,5/13/21,3.4,3,31.4,alive,0.7,0.5,n,4,66,NA
MIR1,native,OOMYSTERILE,DB,OOMYSTERILEDB,108,5/13/21,6.1,4,43.6,alive,0.8,0.8,n,1,66,NA
MIR1,native,OOMYSTERILE,DB,OOMYSTERILEDB,109,5/13/21,5.8,1,57,alive,1,1,n,1,66,NA
MIR1,native,OOMYSTERILE,DB,OOMYSTERILEDB,110,5/13/21,3.8,2,39.2,alive,0.7,0.7,n,0,66,NA
MIR1,invam,OOMYSTERILE,DB,OOMYSTERILEDB,111,5/13/21,7.2,3,24.1,alive,0.5,0.7,y,2,66,NA
MIR1,invam,OOMYSTERILE,DB,OOMYSTERILEDB,112,5/13/21,3.2,4,33.2,alive,0.8,0.2,n,4,66,NA
MIR1,invam,OOMYSTERILE,DB,OOMYSTERILEDB,113,5/13/21,2,1,31,alive,0.9,0.4,n,3,66,NA
MIR1,invam,OOMYSTERILE,DB,OOMYSTERILEDB,114,5/13/21,1.5,2,50.5,alive,0.9,0.8,n,0,66,NA
MIR1,invam,OOMYSTERILE,DB,OOMYSTERILEDB,115,5/13/21,2.8,3,32,alive,0.8,0.3,n,4,66,NA
MIR1,invam,OOMYSTERILE,DB,OOMYSTERILEDB,116,5/13/21,1.6,4,46.5,alive,0.5,0.4,n,3,66,NA
MIR1,invam,OOMYSTERILE,DB,OOMYSTERILEDB,117,5/13/21,3.3,1,45.8,alive,0.8,0.4,n,4,66,NA
MIR1,invam,OOMYSTERILE,DB,OOMYSTERILEDB,118,5/13/21,3,2,35.9,alive,0.9,0.6,n,2,66,NA
MIR1,invam,OOMYSTERILE,DB,OOMYSTERILEDB,119,5/13/21,2.1,3,35.8,alive,1,0.6,n,3,66,NA
MIR1,invam,OOMYSTERILE,DB,OOMYSTERILEDB,120,5/13/21,2.8,4,49.8,alive,0.8,0.5,n,2,66,NA
MIR1,control,87,MW,87MW,121,5/13/21,8,1,13,alive,0.1,0.2,n,5,66,NA
MIR1,control,87,MW,87MW,122,5/13/21,7.5,2,19.5,alive,0.2,0.4,n,2,66,NA
MIR1,control,87,MW,87MW,123,5/13/21,7.6,3,17.3,alive,0.4,0.6,y,3,66,NA
MIR1,control,87,MW,87MW,124,5/13/21,4.5,4,20.5,alive,0.2,0.3,y,3,66,NA
MIR1,control,87,MW,87MW,125,5/13/21,9.3,1,15.1,alive,0.1,0.5,n,4,66,NA
MIR1,control,87,MW,87MW,126,5/13/21,5.4,2,13.5,alive,0.1,0.2,n,1,66,NA
MIR1,control,87,MW,87MW,127,5/13/21,4.6,3,13.3,alive,0.1,0.2,n,6,66,NA
MIR1,control,87,MW,87MW,128,5/13/21,5.7,4,17.6,alive,0.2,0.3,y,4,66,NA
MIR1,control,87,MW,87MW,129,5/13/21,5.2,1,11.8,alive,0.1,0.2,n,4,66,NA
MIR1,control,87,MW,87MW,130,5/13/21,7.1,2,17.4,alive,0.2,0.4,y,2,66,NA
MIR1,native,87,MW,87MW,131,5/13/21,6.2,3,16.6,alive,0.3,0.6,y,3,66,NA
MIR1,native,87,MW,87MW,132,5/13/21,6.2,4,18.9,alive,0.3,1.1,y,4,66,NA
MIR1,native,87,MW,87MW,133,5/13/21,7.1,1,20.3,alive,0.3,1.2,y,2,66,NA
MIR1,native,87,MW,87MW,134,5/13/21,7.1,2,22.2,alive,0.4,0.9,y,4,66,NA
MIR1,native,87,MW,87MW,135,5/13/21,8.7,3,20,alive,0.3,0.9,y,2,66,NA
MIR1,native,87,MW,87MW,136,5/13/21,5.6,4,18.6,alive,0.4,1.1,y,3,66,NA
MIR1,native,87,MW,87MW,137,5/13/21,3.6,1,21.5,alive,0.4,0.8,y,4,66,NA
MIR1,native,87,MW,87MW,138,5/13/21,6.6,2,18.7,alive,0.3,1.4,y,0,66,NA
MIR1,native,87,MW,87MW,139,5/13/21,7.2,3,19,alive,0.3,0.8,y,1,66,NA
MIR1,native,87,MW,87MW,140,5/13/21,4.7,4,21.7,alive,0.3,1.1,y,2,66,NA
MIR1,invam,87,MW,87MW,141,5/13/21,3.5,1,14.8,alive,0.1,0.1,y,0,66,NA
MIR1,invam,87,MW,87MW,142,5/13/21,8.4,2,26.8,alive,0.4,0.8,y,2,66,NA
MIR1,invam,87,MW,87MW,143,5/13/21,9.6,3,20.2,alive,0.3,0.9,y,2,66,NA
MIR1,invam,87,MW,87MW,144,5/13/21,6,4,18.7,alive,0.3,0.3,y,2,66,NA
MIR1,invam,87,MW,87MW,145,5/13/21,4.6,1,19.4,alive,0.5,0.3,y,0,66,NA
MIR1,invam,87,MW,87MW,146,5/13/21,4.8,2,20.5,alive,0.3,0.6,y,3,66,NA
MIR1,invam,87,MW,87MW,147,5/13/21,6.6,3,18.2,alive,0.3,0.9,y,0,66,NA
MIR1,invam,87,MW,87MW,148,5/13/21,4.4,4,20.6,alive,0.3,0.8,y,4,66,NA
MIR1,invam,87,MW,87MW,149,5/13/21,7.3,1,21.5,alive,0.4,0.5,y,2,66,NA
MIR1,invam,87,MW,87MW,150,5/13/21,5.8,2,23.5,alive,0.5,1.1,y,4,66,NA
MIR1,control,OOMYSTERILE,MW,OOMYSTERILEMW,151,5/13/21,6,3,17.7,alive,0.2,0.3,y,0,66,NA
MIR1,control,OOMYSTERILE,MW,OOMYSTERILEMW,152,5/13/21,4.7,4,19,alive,0.1,0.2,y,2,66,NA
MIR1,control,OOMYSTERILE,MW,OOMYSTERILEMW,153,5/13/21,6.8,1,16,alive,0.1,0.5,y,0,66,NA
MIR1,control,OOMYSTERILE,MW,OOMYSTERILEMW,154,5/13/21,6.5,2,20.7,alive,0.2,0.2,n,0,66,NA
MIR1,control,OOMYSTERILE,MW,OOMYSTERILEMW,155,5/13/21,6.6,3,12.5,alive,0.1,0.5,y,0,66,NA
MIR1,control,OOMYSTERILE,MW,OOMYSTERILEMW,156,5/13/21,6.8,4,21,alive,0.1,0.3,y,0,66,NA
MIR1,control,OOMYSTERILE,MW,OOMYSTERILEMW,157,5/13/21,5.1,1,13.6,alive,0.1,0.2,y,3,66,NA
MIR1,control,OOMYSTERILE,MW,OOMYSTERILEMW,158,5/13/21,5.4,2,20.5,alive,0.2,0.5,y,0,66,NA
MIR1,control,OOMYSTERILE,MW,OOMYSTERILEMW,159,5/13/21,6,3,12.6,alive,0.1,0.2,y,3,66,NA
MIR1,control,OOMYSTERILE,MW,OOMYSTERILEMW,160,5/13/21,6.6,4,17.5,alive,0.1,0.3,y,0,66,NA
MIR1,native,OOMYSTERILE,MW,OOMYSTERILEMW,161,5/13/21,7.2,1,23.5,alive,0.4,1.1,n,1,66,NA
MIR1,native,OOMYSTERILE,MW,OOMYSTERILEMW,162,5/13/21,9.4,2,24.9,alive,0.4,0.9,y,3,66,NA
MIR1,native,OOMYSTERILE,MW,OOMYSTERILEMW,163,5/13/21,2.9,3,14.3,alive,0.4,0.9,y,1,66,NA
MIR1,native,OOMYSTERILE,MW,OOMYSTERILEMW,164,5/13/21,6,4,19,alive,0.3,0.9,y,0,66,NA
MIR1,native,OOMYSTERILE,MW,OOMYSTERILEMW,165,5/13/21,7.6,1,19.4,alive,0.3,0.6,n,3,66,NA
MIR1,native,OOMYSTERILE,MW,OOMYSTERILEMW,166,5/13/21,6.7,2,20.4,alive,0.4,0.4,y,3,66,NA
MIR1,native,OOMYSTERILE,MW,OOMYSTERILEMW,167,5/13/21,5.5,3,18,alive,0.3,0.6,y,1,66,NA
MIR1,native,OOMYSTERILE,MW,OOMYSTERILEMW,168,5/13/21,5.5,4,17.2,alive,0.3,0.8,y,0,66,NA
MIR1,native,OOMYSTERILE,MW,OOMYSTERILEMW,169,5/13/21,7.6,1,20.2,alive,0.3,0.9,n,0,66,NA
MIR1,native,OOMYSTERILE,MW,OOMYSTERILEMW,170,5/13/21,2.8,2,19.5,alive,0.4,1.3,y,3,66,NA
MIR1,invam,OOMYSTERILE,MW,OOMYSTERILEMW,171,5/13/21,6.8,3,21.9,alive,0.3,0.8,n,2,66,NA
MIR1,invam,OOMYSTERILE,MW,OOMYSTERILEMW,172,5/13/21,7.2,4,24,alive,0.2,1,n,2,66,NA
MIR1,invam,OOMYSTERILE,MW,OOMYSTERILEMW,173,5/13/21,5.1,1,19.7,alive,0.3,1.1,y,0,66,NA
MIR1,invam,OOMYSTERILE,MW,OOMYSTERILEMW,174,5/13/21,7.8,2,18.5,alive,0.3,0.3,y,3,66,NA
MIR1,invam,OOMYSTERILE,MW,OOMYSTERILEMW,175,5/13/21,5.3,3,18.5,alive,0.2,0.5,y,3,66,NA
MIR1,invam,OOMYSTERILE,MW,OOMYSTERILEMW,176,5/13/21,7,4,18.9,alive,0.4,1.2,y,2,66,NA
MIR1,invam,OOMYSTERILE,MW,OOMYSTERILEMW,177,5/13/21,7.2,1,19.2,alive,0.3,0.5,y,2,66,NA
MIR1,invam,OOMYSTERILE,MW,OOMYSTERILEMW,178,5/13/21,4.3,2,22.3,alive,0.4,0.9,y,2,66,NA
MIR1,invam,OOMYSTERILE,MW,OOMYSTERILEMW,179,5/13/21,6.2,3,20,alive,0.3,0.8,y,0,66,NA
MIR1,invam,OOMYSTERILE,MW,OOMYSTERILEMW,180,5/13/21,6.9,4,18.6,alive,0.3,0.7,y,2,66,NA
MIR2,invam,35,MW,35MW,1,5/10/23,5.4,1,NA,dead,0.0413,NA,y,NA,74,remnant
MIR2,invam,35,MW,35MW,2,5/10/23,5.8,2,17.59,alive,0.3896,1.6363,y,NA,74,remnant
MIR2,invam,35,MW,35MW,3,5/10/23,4.48,3,19.71,alive,0.324,1.354,y,NA,74,remnant
MIR2,invam,35,MW,35MW,4,5/10/23,7.09,4,18.02,alive,0.314,0.6619,y,NA,74,remnant
MIR2,invam,35,MW,35MW,5,5/10/23,5.5,1,16.09,alive,0.2541,0.8083,y,NA,74,remnant
MIR2,invam,35,MW,35MW,6,5/10/23,5.5,2,24.04,alive,0.4086,1.0446,y,NA,74,remnant
MIR2,invam,35,MW,35MW,7,5/10/23,5.86,3,13.59,alive,0.2691,0.6808,y,NA,74,remnant
MIR2,invam,35,MW,35MW,8,5/10/23,3.64,4,16.39,alive,0.2505,0.3167,y,NA,74,remnant
MIR2,invam,19,MW,19MW,9,5/10/23,5.6,1,14.43,alive,0.0742,0.1844,y,NA,74,remnant
MIR2,invam,19,MW,19MW,10,5/10/23,5.1,2,16.5,alive,0.2247,1.0171,y,NA,74,remnant
MIR2,invam,19,MW,19MW,11,5/10/23,7.19,3,22.88,alive,0.4078,1.3185,y,NA,74,remnant
MIR2,invam,19,MW,19MW,12,5/10/23,5.21,4,NA,dead,NA,NA,y,NA,74,remnant
MIR2,invam,19,MW,19MW,13,5/10/23,6.8,1,19.86,alive,0.233,0.8475,y,NA,74,remnant
MIR2,invam,19,MW,19MW,14,5/10/23,5.1,2,16.59,alive,0.3365,1.4793,y,NA,74,remnant
MIR2,invam,19,MW,19MW,15,5/10/23,5.33,3,NA,dead,NA,NA,y,NA,74,remnant
MIR2,invam,19,MW,19MW,16,5/10/23,5.24,4,18.72,alive,0.3895,1.3031,y,NA,74,remnant
MIR2,invam,87,MW,87MW,17,5/10/23,5.5,1,NA,dead,0.0303,0.0136,y,NA,74,remnant
MIR2,invam,87,MW,87MW,18,5/10/23,5.6,2,23.69,alive,0.5224,1.7665,y,NA,74,remnant
MIR2,invam,87,MW,87MW,19,5/10/23,6.4,3,20.17,alive,0.4271,1.6557,y,NA,74,remnant
MIR2,invam,87,MW,87MW,20,5/10/23,6.7,4,19.96,alive,0.3054,0.7409,y,NA,74,remnant
MIR2,invam,87,MW,87MW,21,5/10/23,5.2,1,NA,dead,NA,NA,y,NA,74,remnant
MIR2,invam,87,MW,87MW,22,5/10/23,5.4,2,20.01,alive,0.3294,1.4097,y,NA,74,remnant
MIR2,invam,87,MW,87MW,23,5/10/23,5.38,3,17.84,alive,0.2748,1.0524,y,NA,74,remnant
MIR2,invam,87,MW,87MW,24,5/10/23,6.38,4,22.19,alive,0.3546,0.8446,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,25,5/10/23,4.3,1,14.54,alive,0.263,0.6754,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,26,5/10/23,5.9,2,19.97,alive,0.2359,0.3546,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,27,5/10/23,6.54,3,25.82,alive,0.4878,0.971,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,28,5/10/23,3.96,4,6.68,alive,0.0103,0.0348,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,29,5/10/23,7.1,1,18.58,alive,0.2387,0.7097,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,30,5/10/23,5,2,23.27,alive,0.4522,0.9831,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,31,5/10/23,5.2,3,20.61,alive,0.4529,1.4688,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,32,5/10/23,5.54,4,19,alive,0.2947,0.3362,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,33,5/10/23,6.2,1,23.4,alive,0.4278,0.4747,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,34,5/10/23,6.1,2,15.83,alive,0.1825,0.6909,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,35,5/10/23,7.48,3,20.52,alive,0.283,1.2935,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,36,5/12/23,8.36,4,NA,dead,NA,NA,y,NA,76,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,37,5/10/23,5.6,1,13.78,alive,0.1291,0.2767,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,38,5/12/23,6.13,2,10.89,alive,0.0212,0.0281,y,NA,76,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,39,5/10/23,6.21,3,16.45,alive,0.3191,0.8875,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,40,5/10/23,5.88,4,27.59,alive,0.4717,1.256,y,NA,74,remnant
MIR2,native,35,MW,35MW,41,5/11/23,4.46,1,8.91,alive,0.0418,0.0737,y,NA,75,remnant
MIR2,native,35,MW,35MW,42,5/11/23,5.44,2,19.4,alive,0.2562,0.5258,y,NA,75,remnant
MIR2,native,35,MW,35MW,43,5/11/23,5.55,3,20.14,alive,0.3825,0.3993,y,NA,75,remnant
MIR2,native,35,MW,35MW,44,5/11/23,5.99,4,24.16,alive,0.3437,0.7322,y,NA,75,remnant
MIR2,native,35,MW,35MW,45,5/11/23,8.03,1,23.85,alive,0.2972,0.5125,y,NA,75,remnant
MIR2,native,35,MW,35MW,46,5/11/23,3.39,2,22.05,alive,0.3525,0.3131,y,NA,75,remnant
MIR2,native,35,MW,35MW,47,5/11/23,5.87,3,18.6,alive,0.4133,1.1249,y,NA,75,remnant
MIR2,native,35,MW,35MW,48,5/11/23,5.8,4,19.59,alive,0.3587,0.7755,y,NA,75,remnant
MIR2,native,19,MW,19MW,49,5/11/23,7.63,1,23.41,alive,0.3297,0.4261,y,NA,75,remnant
MIR2,native,19,MW,19MW,50,5/11/23,5.94,2,17.19,alive,0.3908,1.1834,y,NA,75,remnant
MIR2,native,19,MW,19MW,51,5/11/23,4.52,3,19.99,alive,0.2398,0.6436,y,NA,75,remnant
MIR2,native,19,MW,19MW,52,5/11/23,5.27,4,19.23,alive,0.2774,1.1142,y,NA,75,remnant
MIR2,native,19,MW,19MW,53,5/12/23,4.98,1,19.8,alive,0.2709,0.536,y,NA,76,remnant
MIR2,native,19,MW,19MW,54,5/11/23,5.61,2,15.51,alive,0.1051,0.1572,y,NA,75,remnant
MIR2,native,19,MW,19MW,55,5/11/23,4.94,3,16.9,alive,0.2781,0.4801,y,NA,75,remnant
MIR2,native,19,MW,19MW,56,5/11/23,5.87,4,19.63,alive,0.4984,1.1443,y,NA,75,remnant
MIR2,native,87,MW,87MW,57,5/11/23,7.6,1,23.43,alive,0.3533,1.0409,y,NA,75,remnant
MIR2,native,87,MW,87MW,58,5/11/23,5.24,2,19,alive,0.2509,0.7298,y,NA,75,remnant
MIR2,native,87,MW,87MW,59,5/11/23,6.18,3,16.22,alive,0.2324,0.9429,y,NA,75,remnant
MIR2,native,87,MW,87MW,60,5/11/23,5.43,4,18.87,alive,0.2936,0.8346,y,NA,75,remnant
MIR2,native,87,MW,87MW,61,5/11/23,6.08,1,14.03,alive,0.1942,0.9679,y,NA,75,remnant
